Komoditas (Rp);date_raw;price_raw;date;price;price_num
Beras Kualitas Super II;24/05/2024;15,65;24/05/2024;15,65;15.65
Beras;24/05/2024;14,9;24/05/2024;14,9;14.9
Beras Kualitas Bawah I;24/05/2024;13,8;24/05/2024;13,8;13.8
Beras Kualitas Medium I;27/05/2024;14,6;27/05/2024;14,6;14.6
Beras Kualitas Super I;27/05/2024;16,5;27/05/2024;16,5;16.5
Beras Kualitas Medium II;27/05/2024;15,1;27/05/2024;15,1;15.1
Beras Kualitas Bawah II;27/05/2024;13,8;27/05/2024;13,8;13.8
Beras Kualitas Bawah I;27/05/2024;13,8;27/05/2024;13,8;13.8
Beras;27/05/2024;14,9;27/05/2024;14,9;14.9
Beras Kualitas Super II;27/05/2024;15,65;27/05/2024;15,65;15.65
Beras Kualitas Bawah I;28/05/2024;13,8;28/05/2024;13,8;13.8
Beras Kualitas Bawah II;28/05/2024;13,8;28/05/2024;13,8;13.8
Beras Kualitas Medium I;28/05/2024;14,6;28/05/2024;14,6;14.6
Beras Kualitas Medium II;28/05/2024;15,1;28/05/2024;15,1;15.1
Beras Kualitas Super I;28/05/2024;16,5;28/05/2024;16,5;16.5
Beras Kualitas Super II;28/05/2024;15,65;28/05/2024;15,65;15.65
Beras;28/05/2024;14,9;28/05/2024;14,9;14.9
Beras Kualitas Medium I;29/05/2024;14,6;29/05/2024;14,6;14.6
Beras Kualitas Super II;29/05/2024;15,65;29/05/2024;15,65;15.65
Beras;29/05/2024;14,9;29/05/2024;14,9;14.9
Beras Kualitas Bawah I;29/05/2024;13,8;29/05/2024;13,8;13.8
Beras Kualitas Bawah II;29/05/2024;13,8;29/05/2024;13,8;13.8
Beras Kualitas Medium II;29/05/2024;15,1;29/05/2024;15,1;15.1
Beras Kualitas Super I;29/05/2024;16,5;29/05/2024;16,5;16.5
Beras;30/05/2024;14,9;30/05/2024;14,9;14.9
Beras Kualitas Bawah I;30/05/2024;13,8;30/05/2024;13,8;13.8
Beras Kualitas Medium I;30/05/2024;14,6;30/05/2024;14,6;14.6
Beras Kualitas Bawah II;30/05/2024;13,8;30/05/2024;13,8;13.8
Beras Kualitas Medium II;30/05/2024;15,1;30/05/2024;15,1;15.1
Beras Kualitas Super I;30/05/2024;16,5;30/05/2024;16,5;16.5
Beras Kualitas Super II;30/05/2024;15,65;30/05/2024;15,65;15.65
Beras Kualitas Bawah I;31/05/2024;13,8;31/05/2024;13,8;13.8
Beras Kualitas Bawah II;31/05/2024;13,8;31/05/2024;13,8;13.8
Beras Kualitas Super II;31/05/2024;15,65;31/05/2024;15,65;15.65
Beras Kualitas Super I;31/05/2024;16,5;31/05/2024;16,5;16.5
Beras Kualitas Medium II;31/05/2024;15,1;31/05/2024;15,1;15.1
Beras Kualitas Medium I;31/05/2024;14,6;31/05/2024;14,6;14.6
Beras;31/05/2024;14,9;31/05/2024;14,9;14.9
Beras Kualitas Bawah I;06/02/2024;14,4;02/06/2024;14,4;14.4
Beras Kualitas Bawah II;06/02/2024;14,6;02/06/2024;14,6;14.6
Beras Kualitas Medium I;06/02/2024;14,3;02/06/2024;14,3;14.3
Beras Kualitas Medium II;06/02/2024;15,2;02/06/2024;15,2;15.2
Beras Kualitas Super I;06/02/2024;15,5;02/06/2024;15,5;15.5
Beras Kualitas Super II;06/02/2024;15,8;02/06/2024;15,8;15.8
Beras;06/02/2024;14,95;02/06/2024;14,95;14.95
Beras;06/03/2024;15,85;03/06/2024;15,85;15.85
Beras Kualitas Bawah II;06/03/2024;15,4;03/06/2024;15,4;15.4
Beras Kualitas Medium I;06/03/2024;15,3;03/06/2024;15,3;15.3
Beras Kualitas Medium II;06/03/2024;16,3;03/06/2024;16,3;16.3
Beras Kualitas Super I;06/03/2024;16,6;03/06/2024;16,6;16.6
Beras Kualitas Super II;06/03/2024;16,4;03/06/2024;16,4;16.4
Beras Kualitas Bawah I;06/03/2024;15,2;03/06/2024;15,2;15.2
Beras;06/05/2024;15,2;05/06/2024;15,2;15.2
Beras Kualitas Bawah I;06/05/2024;14,1;05/06/2024;14,1;14.1
Beras Kualitas Bawah II;06/05/2024;14,1;05/06/2024;14,1;14.1
Beras Kualitas Medium I;06/05/2024;14,7;05/06/2024;14,7;14.7
Beras Kualitas Super I;06/05/2024;16,5;05/06/2024;16,5;16.5
Beras Kualitas Super II;06/05/2024;16,35;05/06/2024;16,35;16.35
Beras Kualitas Medium II;06/05/2024;15,45;05/06/2024;15,45;15.45
Beras Kualitas Super II;06/06/2024;15,65;06/06/2024;15,65;15.65
Beras Kualitas Super I;06/06/2024;16,5;06/06/2024;16,5;16.5
Beras Kualitas Medium II;06/06/2024;15,1;06/06/2024;15,1;15.1
Beras Kualitas Medium I;06/06/2024;14,6;06/06/2024;14,6;14.6
Beras Kualitas Bawah I;06/06/2024;13,8;06/06/2024;13,8;13.8
Beras;06/06/2024;14,9;06/06/2024;14,9;14.9
Beras Kualitas Bawah II;06/06/2024;13,8;06/06/2024;13,8;13.8
Beras Kualitas Bawah I;06/08/2024;13,8;08/06/2024;13,8;13.8
Beras Kualitas Super II;06/08/2024;15,9;08/06/2024;15,9;15.9
Beras Kualitas Super I;06/08/2024;16,5;08/06/2024;16,5;16.5
Beras Kualitas Medium II;06/08/2024;15,3;08/06/2024;15,3;15.3
Beras Kualitas Medium I;06/08/2024;14,7;08/06/2024;14,7;14.7
Beras Kualitas Bawah II;06/08/2024;13,9;08/06/2024;13,9;13.9
Beras;06/08/2024;15;08/06/2024;15;15.0
Beras Kualitas Super I;06/09/2024;16,3;09/06/2024;16,3;16.3
Beras Kualitas Medium II;06/09/2024;15,2;09/06/2024;15,2;15.2
Beras Kualitas Medium I;06/09/2024;14,7;09/06/2024;14,7;14.7
Beras Kualitas Bawah II;06/09/2024;14;09/06/2024;14;14.0
Beras Kualitas Bawah I;06/09/2024;13,9;09/06/2024;13,9;13.9
Beras;06/09/2024;15;09/06/2024;15;15.0
Beras Kualitas Super II;06/09/2024;15,75;09/06/2024;15,75;15.75
Beras Kualitas Medium II;06/11/2024;15,35;11/06/2024;15,35;15.35
Beras Kualitas Super I;06/11/2024;16,3;11/06/2024;16,3;16.3
Beras;06/11/2024;15,05;11/06/2024;15,05;15.05
Beras Kualitas Bawah I;06/11/2024;13,9;11/06/2024;13,9;13.9
Beras Kualitas Super II;06/11/2024;16;11/06/2024;16;16.0
Beras Kualitas Bawah II;06/11/2024;14,15;11/06/2024;14,15;14.15
Beras Kualitas Medium I;06/11/2024;14,7;11/06/2024;14,7;14.7
Beras Kualitas Bawah I;06/12/2024;13,7;12/06/2024;13,7;13.7
Beras Kualitas Super II;06/12/2024;15,65;12/06/2024;15,65;15.65
Beras Kualitas Super I;06/12/2024;16,3;12/06/2024;16,3;16.3
Beras Kualitas Medium II;06/12/2024;15,1;12/06/2024;15,1;15.1
Beras Kualitas Medium I;06/12/2024;14,5;12/06/2024;14,5;14.5
Beras;06/12/2024;14,85;12/06/2024;14,85;14.85
Beras Kualitas Bawah II;06/12/2024;13,8;12/06/2024;13,8;13.8
Beras;13/06/2024;14,9;13/06/2024;14,9;14.9
Beras Kualitas Bawah I;13/06/2024;13,8;13/06/2024;13,8;13.8
Beras Kualitas Bawah II;13/06/2024;13,8;13/06/2024;13,8;13.8
Beras Kualitas Medium I;13/06/2024;14,6;13/06/2024;14,6;14.6
Beras Kualitas Medium II;13/06/2024;15,1;13/06/2024;15,1;15.1
Beras Kualitas Super I;13/06/2024;16,5;13/06/2024;16,5;16.5
Beras Kualitas Super II;13/06/2024;15,65;13/06/2024;15,65;15.65
Beras Kualitas Super I;14/06/2024;16,5;14/06/2024;16,5;16.5
Beras Kualitas Super II;14/06/2024;15,65;14/06/2024;15,65;15.65
Beras Kualitas Medium II;14/06/2024;15,1;14/06/2024;15,1;15.1
Beras Kualitas Bawah II;14/06/2024;13,8;14/06/2024;13,8;13.8
Beras Kualitas Bawah I;14/06/2024;13,8;14/06/2024;13,8;13.8
Beras;14/06/2024;14,9;14/06/2024;14,9;14.9
Beras Kualitas Medium I;14/06/2024;14,6;14/06/2024;14,6;14.6
Beras Kualitas Bawah I;17/06/2024;13,8;17/06/2024;13,8;13.8
Beras Kualitas Bawah II;17/06/2024;13,8;17/06/2024;13,8;13.8
Beras Kualitas Medium I;17/06/2024;14,6;17/06/2024;14,6;14.6
Beras Kualitas Medium II;17/06/2024;15,1;17/06/2024;15,1;15.1
Beras Kualitas Super I;17/06/2024;16,5;17/06/2024;16,5;16.5
Beras Kualitas Super II;17/06/2024;15,65;17/06/2024;15,65;15.65
Beras;17/06/2024;14,9;17/06/2024;14,9;14.9
Beras Kualitas Super II;18/06/2024;15,65;18/06/2024;15,65;15.65
Beras;18/06/2024;14,9;18/06/2024;14,9;14.9
Beras Kualitas Bawah I;18/06/2024;13,8;18/06/2024;13,8;13.8
Beras Kualitas Bawah II;18/06/2024;13,8;18/06/2024;13,8;13.8
Beras Kualitas Medium I;18/06/2024;14,6;18/06/2024;14,6;14.6
Beras Kualitas Medium II;18/06/2024;15,1;18/06/2024;15,1;15.1
Beras Kualitas Super I;18/06/2024;16,5;18/06/2024;16,5;16.5
Beras Kualitas Bawah I;19/06/2024;13,8;19/06/2024;13,8;13.8
Beras Kualitas Bawah II;19/06/2024;13,8;19/06/2024;13,8;13.8
Beras Kualitas Medium I;19/06/2024;14,6;19/06/2024;14,6;14.6
Beras Kualitas Medium II;19/06/2024;15,1;19/06/2024;15,1;15.1
Beras Kualitas Super I;19/06/2024;16,5;19/06/2024;16,5;16.5
Beras Kualitas Super II;19/06/2024;15,65;19/06/2024;15,65;15.65
Beras;19/06/2024;14,9;19/06/2024;14,9;14.9
Beras Kualitas Super II;20/06/2024;15,65;20/06/2024;15,65;15.65
Beras Kualitas Medium II;20/06/2024;15,3;20/06/2024;15,3;15.3
Beras Kualitas Medium I;20/06/2024;14,7;20/06/2024;14,7;14.7
Beras Kualitas Bawah II;20/06/2024;13,9;20/06/2024;13,9;13.9
Beras Kualitas Bawah I;20/06/2024;13,9;20/06/2024;13,9;13.9
Beras;20/06/2024;15;20/06/2024;15;15.0
Beras Kualitas Super I;20/06/2024;16,5;20/06/2024;16,5;16.5
Beras Kualitas Bawah I;21/06/2024;13,9;21/06/2024;13,9;13.9
Beras;21/06/2024;15;21/06/2024;15;15.0
Beras Kualitas Bawah II;21/06/2024;13,9;21/06/2024;13,9;13.9
Beras Kualitas Medium I;21/06/2024;14,7;21/06/2024;14,7;14.7
Beras Kualitas Medium II;21/06/2024;15,3;21/06/2024;15,3;15.3
Beras Kualitas Super I;21/06/2024;16,5;21/06/2024;16,5;16.5
Beras Kualitas Super II;21/06/2024;15,65;21/06/2024;15,65;15.65
Beras Kualitas Bawah II;24/06/2024;13,9;24/06/2024;13,9;13.9
Beras Kualitas Medium I;24/06/2024;14,7;24/06/2024;14,7;14.7
Beras Kualitas Medium II;24/06/2024;15,3;24/06/2024;15,3;15.3
Beras Kualitas Super I;24/06/2024;16,5;24/06/2024;16,5;16.5
Beras Kualitas Super II;24/06/2024;15,65;24/06/2024;15,65;15.65
Beras;24/06/2024;15;24/06/2024;15;15.0
Beras Kualitas Bawah I;24/06/2024;13,9;24/06/2024;13,9;13.9
Beras Kualitas Medium I;25/06/2024;14,7;25/06/2024;14,7;14.7
Beras Kualitas Super I;25/06/2024;16,5;25/06/2024;16,5;16.5
Beras Kualitas Medium II;25/06/2024;15,3;25/06/2024;15,3;15.3
Beras Kualitas Bawah II;25/06/2024;13,9;25/06/2024;13,9;13.9
Beras Kualitas Bawah I;25/06/2024;13,9;25/06/2024;13,9;13.9
Beras;25/06/2024;15;25/06/2024;15;15.0
Beras Kualitas Super II;25/06/2024;15,65;25/06/2024;15,65;15.65
Beras Kualitas Bawah I;26/06/2024;13,9;26/06/2024;13,9;13.9
Beras Kualitas Bawah II;26/06/2024;13,9;26/06/2024;13,9;13.9
Beras Kualitas Medium I;26/06/2024;14,7;26/06/2024;14,7;14.7
Beras Kualitas Medium II;26/06/2024;15,3;26/06/2024;15,3;15.3
Beras Kualitas Super I;26/06/2024;16,5;26/06/2024;16,5;16.5
Beras Kualitas Super II;26/06/2024;15,65;26/06/2024;15,65;15.65
Beras;26/06/2024;15;26/06/2024;15;15.0
Beras;27/06/2024;15;27/06/2024;15;15.0
Beras Kualitas Super II;27/06/2024;15,65;27/06/2024;15,65;15.65
Beras Kualitas Bawah I;27/06/2024;13,9;27/06/2024;13,9;13.9
Beras Kualitas Bawah II;27/06/2024;13,9;27/06/2024;13,9;13.9
Beras Kualitas Medium I;27/06/2024;14,7;27/06/2024;14,7;14.7
Beras Kualitas Medium II;27/06/2024;15,3;27/06/2024;15,3;15.3
Beras Kualitas Super I;27/06/2024;16,5;27/06/2024;16,5;16.5
Beras Kualitas Bawah I;28/06/2024;13,9;28/06/2024;13,9;13.9
Beras;28/06/2024;15;28/06/2024;15;15.0
Beras Kualitas Super I;28/06/2024;16,5;28/06/2024;16,5;16.5
Beras Kualitas Medium II;28/06/2024;15,3;28/06/2024;15,3;15.3
Beras Kualitas Medium I;28/06/2024;14,7;28/06/2024;14,7;14.7
Beras Kualitas Super II;28/06/2024;15,65;28/06/2024;15,65;15.65
Beras Kualitas Bawah II;28/06/2024;13,9;28/06/2024;13,9;13.9
Beras;07/02/2024;14,95;02/07/2024;14,95;14.95
Beras Kualitas Bawah I;07/02/2024;14,4;02/07/2024;14,4;14.4
Beras Kualitas Bawah II;07/02/2024;14,6;02/07/2024;14,6;14.6
Beras Kualitas Medium II;07/02/2024;15,2;02/07/2024;15,2;15.2
Beras Kualitas Super I;07/02/2024;15,5;02/07/2024;15,5;15.5
Beras Kualitas Super II;07/02/2024;15,8;02/07/2024;15,8;15.8
Beras Kualitas Medium I;07/02/2024;14,3;02/07/2024;14,3;14.3
Beras;07/03/2024;15,85;03/07/2024;15,85;15.85
Beras Kualitas Bawah I;07/03/2024;15,1;03/07/2024;15,1;15.1
Beras Kualitas Bawah II;07/03/2024;15,1;03/07/2024;15,1;15.1
Beras Kualitas Medium I;07/03/2024;15,3;03/07/2024;15,3;15.3
Beras Kualitas Medium II;07/03/2024;16,3;03/07/2024;16,3;16.3
Beras Kualitas Super II;07/03/2024;16,5;03/07/2024;16,5;16.5
Beras Kualitas Super I;07/03/2024;16,8;03/07/2024;16,8;16.8
Beras;07/05/2024;15,2;05/07/2024;15,2;15.2
Beras Kualitas Bawah II;07/05/2024;14,1;05/07/2024;14,1;14.1
Beras Kualitas Medium I;07/05/2024;14,7;05/07/2024;14,7;14.7
Beras Kualitas Super II;07/05/2024;16,35;05/07/2024;16,35;16.35
Beras Kualitas Super I;07/05/2024;16,5;05/07/2024;16,5;16.5
Beras Kualitas Bawah I;07/05/2024;14,1;05/07/2024;14,1;14.1
Beras Kualitas Medium II;07/05/2024;15,45;05/07/2024;15,45;15.45
Beras;07/06/2024;14,9;06/07/2024;14,9;14.9
Beras Kualitas Bawah I;07/06/2024;13,8;06/07/2024;13,8;13.8
Beras Kualitas Bawah II;07/06/2024;13,8;06/07/2024;13,8;13.8
Beras Kualitas Medium I;07/06/2024;14,6;06/07/2024;14,6;14.6
Beras Kualitas Medium II;07/06/2024;15,1;06/07/2024;15,1;15.1
Beras Kualitas Super I;07/06/2024;16,5;06/07/2024;16,5;16.5
Beras Kualitas Super II;07/06/2024;15,65;06/07/2024;15,65;15.65
Beras Kualitas Super II;07/08/2024;15,9;08/07/2024;15,9;15.9
Beras Kualitas Bawah I;07/08/2024;13,8;08/07/2024;13,8;13.8
Beras Kualitas Bawah II;07/08/2024;13,9;08/07/2024;13,9;13.9
Beras Kualitas Medium I;07/08/2024;14,7;08/07/2024;14,7;14.7
Beras Kualitas Super I;07/08/2024;16,5;08/07/2024;16,5;16.5
Beras Kualitas Medium II;07/08/2024;15,3;08/07/2024;15,3;15.3
Beras;07/08/2024;15;08/07/2024;15;15.0
Beras Kualitas Medium I;07/10/2024;14,7;10/07/2024;14,7;14.7
Beras Kualitas Bawah I;07/10/2024;13,9;10/07/2024;13,9;13.9
Beras Kualitas Medium II;07/10/2024;15,35;10/07/2024;15,35;15.35
Beras;07/10/2024;15,05;10/07/2024;15,05;15.05
Beras Kualitas Bawah II;07/10/2024;14,1;10/07/2024;14,1;14.1
Beras Kualitas Super I;07/10/2024;16,3;10/07/2024;16,3;16.3
Beras Kualitas Super II;07/10/2024;16;10/07/2024;16;16.0
Beras;07/11/2024;15;11/07/2024;15;15.0
Beras Kualitas Super II;07/11/2024;16;11/07/2024;16;16.0
Beras Kualitas Super I;07/11/2024;16,3;11/07/2024;16,3;16.3
Beras Kualitas Medium I;07/11/2024;14,7;11/07/2024;14,7;14.7
Beras Kualitas Bawah II;07/11/2024;14;11/07/2024;14;14.0
Beras Kualitas Bawah I;07/11/2024;13,9;11/07/2024;13,9;13.9
Beras Kualitas Medium II;07/11/2024;15,2;11/07/2024;15,2;15.2
Beras Kualitas Medium I;15/07/2024;14,6;15/07/2024;14,6;14.6
Beras Kualitas Bawah I;15/07/2024;13,8;15/07/2024;13,8;13.8
Beras;15/07/2024;15;15/07/2024;15;15.0
Beras Kualitas Medium II;15/07/2024;15,3;15/07/2024;15,3;15.3
Beras Kualitas Super I;15/07/2024;16,5;15/07/2024;16,5;16.5
Beras Kualitas Super II;15/07/2024;15,9;15/07/2024;15,9;15.9
Beras Kualitas Bawah II;15/07/2024;13,9;15/07/2024;13,9;13.9
Beras;16/07/2024;15;16/07/2024;15;15.0
Beras Kualitas Bawah I;16/07/2024;13,8;16/07/2024;13,8;13.8
Beras Kualitas Bawah II;16/07/2024;13,9;16/07/2024;13,9;13.9
Beras Kualitas Medium II;16/07/2024;15,3;16/07/2024;15,3;15.3
Beras Kualitas Super I;16/07/2024;16,5;16/07/2024;16,5;16.5
Beras Kualitas Super II;16/07/2024;15,9;16/07/2024;15,9;15.9
Beras Kualitas Medium I;16/07/2024;14,6;16/07/2024;14,6;14.6
Beras;17/07/2024;15;17/07/2024;15;15.0
Beras Kualitas Bawah I;17/07/2024;13,8;17/07/2024;13,8;13.8
Beras Kualitas Bawah II;17/07/2024;13,9;17/07/2024;13,9;13.9
Beras Kualitas Super II;17/07/2024;15,9;17/07/2024;15,9;15.9
Beras Kualitas Medium I;17/07/2024;14,6;17/07/2024;14,6;14.6
Beras Kualitas Medium II;17/07/2024;15,3;17/07/2024;15,3;15.3
Beras Kualitas Super I;17/07/2024;16,5;17/07/2024;16,5;16.5
Beras Kualitas Bawah I;18/07/2024;13,8;18/07/2024;13,8;13.8
Beras Kualitas Bawah II;18/07/2024;13,9;18/07/2024;13,9;13.9
Beras Kualitas Medium I;18/07/2024;14,6;18/07/2024;14,6;14.6
Beras Kualitas Medium II;18/07/2024;15,3;18/07/2024;15,3;15.3
Beras Kualitas Super I;18/07/2024;16,5;18/07/2024;16,5;16.5
Beras Kualitas Super II;18/07/2024;15,9;18/07/2024;15,9;15.9
Beras;18/07/2024;15;18/07/2024;15;15.0
Beras Kualitas Bawah I;19/07/2024;13,8;19/07/2024;13,8;13.8
Beras Kualitas Bawah II;19/07/2024;13,9;19/07/2024;13,9;13.9
Beras Kualitas Medium I;19/07/2024;14,6;19/07/2024;14,6;14.6
Beras Kualitas Medium II;19/07/2024;15,3;19/07/2024;15,3;15.3
Beras Kualitas Super I;19/07/2024;16,5;19/07/2024;16,5;16.5
Beras Kualitas Super II;19/07/2024;15,9;19/07/2024;15,9;15.9
Beras;19/07/2024;15;19/07/2024;15;15.0
Beras Kualitas Super I;22/07/2024;16,5;22/07/2024;16,5;16.5
Beras Kualitas Super II;22/07/2024;15,9;22/07/2024;15,9;15.9
Beras Kualitas Medium II;22/07/2024;15,3;22/07/2024;15,3;15.3
Beras Kualitas Medium I;22/07/2024;14,6;22/07/2024;14,6;14.6
Beras Kualitas Bawah II;22/07/2024;13,9;22/07/2024;13,9;13.9
Beras Kualitas Bawah I;22/07/2024;13,8;22/07/2024;13,8;13.8
Beras;22/07/2024;15;22/07/2024;15;15.0
Beras Kualitas Super I;23/07/2024;16,5;23/07/2024;16,5;16.5
Beras Kualitas Medium II;23/07/2024;15,3;23/07/2024;15,3;15.3
Beras Kualitas Medium I;23/07/2024;14,6;23/07/2024;14,6;14.6
Beras Kualitas Bawah II;23/07/2024;13,9;23/07/2024;13,9;13.9
Beras Kualitas Bawah I;23/07/2024;13,8;23/07/2024;13,8;13.8
Beras;23/07/2024;15;23/07/2024;15;15.0
Beras Kualitas Super II;23/07/2024;15,9;23/07/2024;15,9;15.9
Beras Kualitas Super II;24/07/2024;15,9;24/07/2024;15,9;15.9
Beras Kualitas Super I;24/07/2024;16,5;24/07/2024;16,5;16.5
Beras Kualitas Medium II;24/07/2024;15,3;24/07/2024;15,3;15.3
Beras Kualitas Medium I;24/07/2024;14,6;24/07/2024;14,6;14.6
Beras Kualitas Bawah II;24/07/2024;13,9;24/07/2024;13,9;13.9
Beras Kualitas Bawah I;24/07/2024;13,8;24/07/2024;13,8;13.8
Beras;24/07/2024;15;24/07/2024;15;15.0
Beras Kualitas Medium II;25/07/2024;15,3;25/07/2024;15,3;15.3
Beras Kualitas Bawah II;25/07/2024;13,9;25/07/2024;13,9;13.9
Beras Kualitas Bawah I;25/07/2024;13,8;25/07/2024;13,8;13.8
Beras;25/07/2024;15;25/07/2024;15;15.0
Beras Kualitas Medium I;25/07/2024;14,7;25/07/2024;14,7;14.7
Beras Kualitas Super II;25/07/2024;15,9;25/07/2024;15,9;15.9
Beras Kualitas Super I;25/07/2024;16,5;25/07/2024;16,5;16.5
Beras;26/07/2024;15;26/07/2024;15;15.0
Beras Kualitas Super II;26/07/2024;15,9;26/07/2024;15,9;15.9
Beras Kualitas Super I;26/07/2024;16,5;26/07/2024;16,5;16.5
Beras Kualitas Medium II;26/07/2024;15,3;26/07/2024;15,3;15.3
Beras Kualitas Medium I;26/07/2024;14,7;26/07/2024;14,7;14.7
Beras Kualitas Bawah II;26/07/2024;13,9;26/07/2024;13,9;13.9
Beras Kualitas Bawah I;26/07/2024;13,8;26/07/2024;13,8;13.8
Beras Kualitas Bawah II;29/07/2024;13,9;29/07/2024;13,9;13.9
Beras Kualitas Bawah I;29/07/2024;13,8;29/07/2024;13,8;13.8
Beras;29/07/2024;15;29/07/2024;15;15.0
Beras Kualitas Medium I;29/07/2024;14,7;29/07/2024;14,7;14.7
Beras Kualitas Medium II;29/07/2024;15,3;29/07/2024;15,3;15.3
Beras Kualitas Super II;29/07/2024;15,9;29/07/2024;15,9;15.9
Beras Kualitas Super I;29/07/2024;16,5;29/07/2024;16,5;16.5
Beras;30/07/2024;15;30/07/2024;15;15.0
Beras Kualitas Super II;30/07/2024;15,9;30/07/2024;15,9;15.9
Beras Kualitas Super I;30/07/2024;16,5;30/07/2024;16,5;16.5
Beras Kualitas Medium II;30/07/2024;15,3;30/07/2024;15,3;15.3
Beras Kualitas Medium I;30/07/2024;14,7;30/07/2024;14,7;14.7
Beras Kualitas Bawah II;30/07/2024;13,9;30/07/2024;13,9;13.9
Beras Kualitas Bawah I;30/07/2024;13,8;30/07/2024;13,8;13.8
Beras Kualitas Super II;31/07/2024;15,9;31/07/2024;15,9;15.9
Beras Kualitas Super I;31/07/2024;16,5;31/07/2024;16,5;16.5
Beras Kualitas Medium II;31/07/2024;15,3;31/07/2024;15,3;15.3
Beras Kualitas Medium I;31/07/2024;14,7;31/07/2024;14,7;14.7
Beras Kualitas Bawah II;31/07/2024;13,9;31/07/2024;13,9;13.9
Beras Kualitas Bawah I;31/07/2024;13,8;31/07/2024;13,8;13.8
Beras;31/07/2024;15;31/07/2024;15;15.0
Beras Kualitas Super II;08/01/2024;14,8;01/08/2024;14,8;14.8
Beras Kualitas Super I;08/01/2024;15,4;01/08/2024;15,4;15.4
Beras Kualitas Medium II;08/01/2024;14,2;01/08/2024;14,2;14.2
Beras Kualitas Medium I;08/01/2024;13,5;01/08/2024;13,5;13.5
Beras Kualitas Bawah II;08/01/2024;13,2;01/08/2024;13,2;13.2
Beras Kualitas Bawah I;08/01/2024;13,5;01/08/2024;13,5;13.5
Beras;08/01/2024;14,1;01/08/2024;14,1;14.1
Beras;08/02/2024;14,95;02/08/2024;14,95;14.95
Beras Kualitas Bawah I;08/02/2024;14,4;02/08/2024;14,4;14.4
Beras Kualitas Bawah II;08/02/2024;14,6;02/08/2024;14,6;14.6
Beras Kualitas Medium I;08/02/2024;14,3;02/08/2024;14,3;14.3
Beras Kualitas Medium II;08/02/2024;15,2;02/08/2024;15,2;15.2
Beras Kualitas Super I;08/02/2024;15,5;02/08/2024;15,5;15.5
Beras Kualitas Super II;08/02/2024;15,8;02/08/2024;15,8;15.8
Beras Kualitas Super II;08/03/2024;16,5;03/08/2024;16,5;16.5
Beras Kualitas Super I;08/03/2024;16,8;03/08/2024;16,8;16.8
Beras Kualitas Medium II;08/03/2024;16,3;03/08/2024;16,3;16.3
Beras Kualitas Medium I;08/03/2024;15,3;03/08/2024;15,3;15.3
Beras Kualitas Bawah II;08/03/2024;15,1;03/08/2024;15,1;15.1
Beras;08/03/2024;15,85;03/08/2024;15,85;15.85
Beras Kualitas Bawah I;08/03/2024;15,1;03/08/2024;15,1;15.1
Beras;08/04/2024;15,5;04/08/2024;15,5;15.5
Beras Kualitas Super II;08/04/2024;16,45;04/08/2024;16,45;16.45
Beras Kualitas Bawah I;08/04/2024;14,5;04/08/2024;14,5;14.5
Beras Kualitas Bawah II;08/04/2024;14,7;04/08/2024;14,7;14.7
Beras Kualitas Medium I;08/04/2024;15,1;04/08/2024;15,1;15.1
Beras Kualitas Medium II;08/04/2024;15,9;04/08/2024;15,9;15.9
Beras Kualitas Super I;08/04/2024;16,3;04/08/2024;16,3;16.3
Beras;08/05/2024;15,2;05/08/2024;15,2;15.2
Beras Kualitas Bawah I;08/05/2024;14,1;05/08/2024;14,1;14.1
Beras Kualitas Bawah II;08/05/2024;14,1;05/08/2024;14,1;14.1
Beras Kualitas Medium I;08/05/2024;14,7;05/08/2024;14,7;14.7
Beras Kualitas Medium II;08/05/2024;15,45;05/08/2024;15,45;15.45
Beras Kualitas Super I;08/05/2024;16,5;05/08/2024;16,5;16.5
Beras Kualitas Super II;08/05/2024;16,35;05/08/2024;16,35;16.35
Beras Kualitas Super I;08/07/2024;16,5;07/08/2024;16,5;16.5
Beras Kualitas Super II;08/07/2024;15,9;07/08/2024;15,9;15.9
Beras;08/07/2024;15;07/08/2024;15;15.0
Beras Kualitas Bawah I;08/07/2024;13,8;07/08/2024;13,8;13.8
Beras Kualitas Bawah II;08/07/2024;13,9;07/08/2024;13,9;13.9
Beras Kualitas Medium I;08/07/2024;14,6;07/08/2024;14,6;14.6
Beras Kualitas Medium II;08/07/2024;15,3;07/08/2024;15,3;15.3
Beras Kualitas Super I;08/08/2024;16,5;08/08/2024;16,5;16.5
Beras Kualitas Medium II;08/08/2024;15,3;08/08/2024;15,3;15.3
Beras Kualitas Medium I;08/08/2024;14,7;08/08/2024;14,7;14.7
Beras Kualitas Bawah II;08/08/2024;13,9;08/08/2024;13,9;13.9
Beras Kualitas Bawah I;08/08/2024;13,8;08/08/2024;13,8;13.8
Beras;08/08/2024;15;08/08/2024;15;15.0
Beras Kualitas Super II;08/08/2024;15,9;08/08/2024;15,9;15.9
Beras Kualitas Medium II;08/10/2024;15,35;10/08/2024;15,35;15.35
Beras Kualitas Medium I;08/10/2024;14,7;10/08/2024;14,7;14.7
Beras Kualitas Bawah II;08/10/2024;14,1;10/08/2024;14,1;14.1
Beras Kualitas Bawah I;08/10/2024;13,9;10/08/2024;13,9;13.9
Beras Kualitas Super I;08/10/2024;16,3;10/08/2024;16,3;16.3
Beras Kualitas Super II;08/10/2024;16;10/08/2024;16;16.0
Beras;08/10/2024;15,05;10/08/2024;15,05;15.05
